ResponseId,ClimateLong,Post,Climate_headline,Climate_fraction_ai,Climate_fraction_ai_assisted,Climate_fraction_human,Post_headline,Post_fraction_ai,Post_fraction_ai_assisted,Post_fraction_human
R_8R8hVJ42ebguK1T,"Extreme weather phenomenons that damage infrastructure, weather conditions/general climate that impair food production (poor growth conditions, more pests), uncomfortable living conditions due to extreme heat or cold","Every person can contribute in the fight against climate change by using the resources we have have more consciously. However, it can be even more effective to advocate for rules and regulations that hold other, more impactful actors accountable, such as corporations that emit a lot of CO2 or massively use natural resources. This engagement can be political or happen through other organizations.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8Pb1YPCvkPX7kgO,'- weather changes,i think by using ÃV instead of cars or go by bike or walk to places,Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8PuC7GfUqGYrFrX,"For Europe specifically, I am not sure. In the world, access to clean water and the sanitation problems that will come with it. In general, climate disasters.","As students, I believe a couple easy way we can contribute to combating climate change is by practicing minimalism (consuming less, less is more!) and also avoiding takeout, as both of this end up generating unnecessary waste that is not often properly handled and contribute to pollution and climate change. Also, traveling by train and public transport when possible, and being mindful of our use of water.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2f47sL1QTwV7UAg,"Temperature changes, droughts, natural catastrophes, food shortages, loss of biodiversity",I think that everyone is responsible to do their own part and try to live sustainably and for example take the train instead of the car whenever possible. What is most important in my opinion is to raise awareness and inform the people of how bad the situation really looks. We need to try to get as many people sensitized to the issues so that political action gets started. We need to try to hold big companies with large emissions accountable and for that the laws need to change.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_81LYcjoQ8Bo4FxI,"Health issues, not enough food, natural catastrophes",-,Fully Human Written,0.0,0.0,1.0,AI Detected,0.0,0.0,0.0
R_21Y2UkCEYR0zAMp,More extremes so that the current environment cannot adapt to the changes (heatwaves / no cooldown),"As probably most have already heard or read about, one should live mindful - asking oneself if an object can still be used or repaired before deciding on throwing it away as production takes a lot of energy which eventually leads to climate changing.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_81LDTJzJkhAX008,"The most serious consequences are likely to be food insecurity of the poorer countries and intense heat waves affecting equatorial countries. Likewise, more extreme weather events will continue to cause property damage in places like Asia and North America.","One of the most straightforward ways we can lower our impact on the climate is through a sustainable diet. Going vegetarian or vegan can significantly lower one's contribution to climate change. As students, most of us are probably already taking public transit or biking around where we need to go, and probably not spending a lot on hobbies or goods that have a large climate impact. Therefore, our chance to make an impact is at a different level, staying informed about current issues and keeping others informed about these issues and policies which may help or hinder our goals to create a more sustainable society.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_4U4fRGol25vDuRH,Sea level rise and biodiversity decrease,"As students in Zurich, we can make our contributions by adopting simple sustainable habits, such as using public transportation, saving energy by turning off lights and lowering heating, eating more plant-based and local food. Additionally, we can also join climate groups like Student Sustainability Committee of VSETH, and spread awareness among our friends.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8n93pp3iePoMeEr,"Irreversibly pushing the climate system to a point that leads to the collapse of the current ecosystem that we rely on and endangers our food production. In addition, it leads to more extreme weather events like storms and droughts which lead to death of people and destruction of property.","An individual can help by choosing a greener option when they perform certain activities such as travel or purchase of food. They can also choose to be less wasteful about using resources. However, I believe all these effects are minuscule in comparison to the damage caused by industry and mainly a distraction. The problem can not be solved at the level of an individual. It requires a systematic, global, intergovernmental approach to transition into sustainable means of production, transportation, exploitation of natural resources, and others.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8qE6b8jAYwkJxxT,Extreme weather that leads to issues in agriculture and in human health for the spread on new diseases. Higher frequency and intensity of natural disasters as hurricanes and floods.,"A contribution could be reduce waste by avoiding single-use plastic and by recycling properly. Moreover, we can try to use energy widely by switching off the lights and electronics when not in use and reduce heating or cooling. Another way could be eat more vegetables and reduce the consumption of meat and move using public transports or bikes or by walking.",Fully AI Generated,1.0,0.0,0.0,Fully AI Generated,1.0,0.0,0.0
R_2Ja5t9565FX7fcB,"The increase in green house gases gives rise to higher temperatures. as a result, we expect severe droughts and also severe storms. The problem is that there is more extreme weather events in both directions, particularly harmful in ""less developed"" countries which are already struggling.","In order to combat climate change we should shift our focus from ""going on holiday far-away and making fancy posts"" to ""let us hike the beautiful Swiss mountains, and post about how eco-tourism can be beautiful too"". It does not always have to be the best and most luxurious, small things make us happy too.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2ZF3GCtcjinlbgZ,"Temperature increase and all related effects, such as natural calamities, global food supply impacts, disruption of ecosystems, race for increasingly limited resources, large-scale migrations, geopolitical instabilities, health effects","I believe the first step is to adopt a more sustainable lifestyle, including the usual suspects, such as reducing meat consumption (or giving it up altogether) and avoiding travelling by plane whenever possible. While I am not in favor of one-sided operations that aim at enforcing such choices on the entire population and while I acknowledge that the impact of these actions is far more limited than actions conducted on a global scale (e.g., reduction of CO2 emissions related to industry), I believe that this ""personal"" step has very much a crucial, symbolic value and is instrumental in getting change started. It's basically the most actionable item in everyone's circle of influence. After this first step, at the level of us students I think the only valuable tool is to raise awareness and engaging oneself in larger-scale initiatives: even small actions such as convincing a friend or family member to reduce their environmental footprint can have long-lasting effects when compounded over time and over increasingly large groups.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8OUB3i8oMWjRPYs,"Glacierâs melting, Animals that donât adjust to the higher temperature, ecosystems that cannot deal with higher temperature leading to extincition of plant and animal species","Climate change poses an important topic, that will affect each one of us sooner or later! We can all do our part, even when starting small: Use a reusable coffee cup and water bottle, take your bike to university or dry your clothes in the sun instead of the dryer. Think about how you can contribute to a world problem!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8dvfGoomWQ1CGGs,Floods and extreme weather,"Daily descisions have the most impact: 
Students travel to university every day: Why not take public transport rather than the car? Do you really need to fly to a neighboring country? Isnât the train also an option? Do you really need meat every day or is one or two high-quality pieces of meet a week enough? Think about every decision you make in your everyday life and ask yourself whether there is a more climate-friendly option. 

Please do not link my instagram account. 
",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8Kg0JnQc8hX1rdW,"Due to extreme drought, flood, storms, people loose their home or need to migrate","On an individual level, changing your daily habits for more environmentally-friendly ways of life seems to be the simplest approach: biking or taking public transports, eating vegetarian or vegan, buying second-hand... But let's not understimate mediation: talking about climate change means putting the issue on the table and making it part of the public debate.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2HxJaQSQLccHjHP,"'- that the temperature is changing (for Africa for example very difficult)
- that it is very damaging for nature and its changing
- that it is dangerous for the wildlife (which we need as humans to live)",,Fully Human Written,0.0,0.0,1.0,,,,
R_8D1CsrC4DHNCmIk,"Drought, famen, war, stress","Being honest who does need a fast car, fancy vacation abroad or that expensive designer piece? In the end being around people that make you happy in an intact environment is the only thing we need and makes us happy the most.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2YvmsBoKZl6bMSl,"Extreme weather events, sea level rise, ecosystem impacts","There are several ways to contribute to combating climate change by only slithly changes in the daily life. One example is to use rather public transport or a bike than the own car to commute, because public transport in Zurich is very good, and often it is also faster due to the traffic. In addition, there are many shops and restaurants, which provide a lot of different vegetarian and vegan foods, so it is very easy, to reduce meat consumption and to choose more locally sourced foods. With apps, such as to Good to Go, or with the shop ""Ãssbar"", there are a lot of different options in Zurich, to reduce food waste.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8TLCY6pCfgDqZbJ,ecosystem collapse,We could take use of the excellent public transportation in Zurich and try to reduce our carbon footprint.,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2QcoYKesANd3ZmG,"extreme weather, food resources, liveable places
","Using public transport, reducing energy consumption and trying to eat in a more sustainable way is an easy way to start reducing our impact on climate change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8wNFMnqeT2eiKJz,Very unstable weather and overflowing and too much heat in southern regions so that the people that live there must leave,Recycle,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8rLZElihuTJurc9,"Rising temperatures throughout the year cause issues for both human and animal's health, the agriculture will suffer under it, the glaciers are melting, extreme weather is already a lot more common, with hurricanes becoming more regular, temperature spikes and droughts in summer.","As students at ETH Zurich we are persuing a better future for us and for mankind. While our studies will have an impact on the future, it is important to already start contributing to stop the global threat that is climate change. Every small thing helps, using reusable bottles and containers instead of one time usage plastics, taking your bike or train to Uni, not impulsively buying the newest clothes or phone, or even just making conscious decisions on everyday tasks. Everything helps!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8NVcskY5gPtnaKH,"weather hazards (floods, hurricanes, droughts...), food and water contamination (e.g. ingestion of microplastics or toxic substances), poorer quality of air, more species will be in danger of extinction, irreparable damage to natural habitats and ecosystems","Even for those in denial and still questioning it, climate change is impossible not to notice. People might blame it on 'luck', 'just a phase the Earth is going to' or 'a natural process humans have nothing to do with', but it's hard to ignore the fact that the environment we live in is drastically changing, which consequently affects our lives too. There are things that can be done against it and the change starts from every one of us and the little things we do in our daily lives. As students of Zurich for example there are certain things we can do to watch out and limit our emissions and carbon footprint. Cutting any unnecessary purchases, (do you really need that 5 CHF top from H&M?), being more considerate of our travelling methods (do you really need to take that plane to go on holiday?), be aware of our meat consumption, put an extra sweater instead of turning on the heater, always recycle and throw away trash in the right bin (even that day in uni when you're in a rush and very tired), consider buying the second hand alternative of stuff you need and reduce food waste (if you're lazy to cook try getting a Too Good To Go bag instead of eating out).",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_807sUPkXOFcOZj9,"Reduction of resources (like water) which brings even more consequences
Rising temperature",,Fully Human Written,0.0,0.0,1.0,,,,
R_2PRfjDhuCAXvqs1,Natural catastrophies,"In our daily lives, in order to combat climate change it is crucial we focus on accomplishing small tasks together. For instance, reducing our animal product consumption from say five times to twice a week and consuming, when we do, in a more sustainable manner. Likewise, taking just a few minutes out of our day, every day, to sort through our litter and extract recyclables could be an option. As we are busy, young students, we can contribute but in a realistic way.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_20cvdiZuLqt7tJ3,"Natural Desasters and catastrophes, decrease of economical growth, responsibility that in other countries people canât live anymore due to climate change, people die in Europe and the world because of the impact of climate change","As students from the ETH, we are able to learn about the newest trends of climate science and which technologies can help to tackle the challenges of climate change. We should bring that knowledge not only to our peers who we are studying with, rather also to our family tables, to our friends outside of our study bubble and to the world by taking jobs which matter.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8rvJXNNMZPO2GJN,"I believe serious consequences are the increasing environmental weather events, which make it more difficult for us to live on earth","I think everyone can make a small contribution. By not supporting fast fashion for example, or by being more mindful of their food choices. It does not always have to be meat or an avocado-toast.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_28Y5gQ4YnfhAyYO,"In my opinion climate change will ultimatly lead to a change of weather worldwide, for Europe this could lead to extreme weather changes and if sea level rises, some parts of Europe will be unhabitable. These are extreme scenarios, since i think we cant perfectly predict what will happen, some minor changes to temperatures and weather patterns could occure as the most extreme consequence.

Worldwide the biggest problem will probably be the rising of sea level, which then leads to people losing there home, and further will need shelter in other countries. This can lead to political problems worldwide as we see the problems coming with immigration in Europe at this timepoint.","The best we can do is being open minded to changes, no one will do a 180Â° flip and suddenly live 100% climate friendly. It's the small things that we all can change, like when you see your friend not recycling properly and reminding him, when you go to do grocery and you decide to buy swiss products and not imported food, or maybe for the next holidays you take the train and not the plane. Thinking about the small stuff is in my opinion the best way we can change something.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2Ehda5gGEzPpxEF,More frequent extreme weather events/global warming/meeting sea ice,"Life is good here, but wr have an impact too. Let's make it a positive one. Let's start with awareness and everyday conversations. That will eventually lead to political change too.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_50IUfmJuwkFCJca,"destroying our life existency
war resulting from climate change --> e.g. war about water",-,Fully Human Written,0.0,0.0,1.0,AI Detected,0.0,0.0,0.0
R_8D6Xt64NsyV0f1H,"Lack of water, for example in Cyprus if it doesnât rain, which already happens every single year. Crops not growing therefore lack of food and hence much higher costs on most products.","Every litte thing counts. Simply sorting your trash already has a great impact. Fortunately in Zurich, recycling bins for all types of waste are available practically everywhere, so just taking 1 extra second to think where to throw your plastic bottle away already has an impact. Most students already do this, since they usually donât own a car or motorcycle, but using public transport is also extremely helpful. Most of it is electric and extremely punctual and oftentimes faster than driving yourself. Finally, simply informing yourself about climate change and different means to help prevent it is crucial in my opinion. ETH and UZH both host these types of talks/lectures and attending them is already a great help to the environment.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2qOsWv94jVtxHah,"Disparities due spatially diverse affects of climate change to each respective country, leading to conflict globally.","I think contribution has has to be evaluated on a individual-level. Of course the more effective the better. However, it should be something one is willing to sacrifice or change long-term and not fall back on, just because of what other people think of it. While at the same time have a way to hold one-self accountable. So for example if one wants to forfeit on meat or fly less, not adhering to once conviction should be visible to one-self. Not as a punishment, as this could psychologically stain the restriction negatively. However, as it is hard for one-self to decide what that, is it could be guided on a systematic level. One example could be that knowingly less climate harming products, services etc. are promoted over climate harmful alternatives. The first suggestion be it in shops, online dellivery, routing on maps, etc. should be the least climate impact one. As of now the default for Map service mode of transport is still the car. I would argue if the first mode of transport was the train, or the first route suggested wouldn't be the fastest in terms of time/price, but the more efficient one, this could already sway a big portion of the populous unknowingly to choose the new greener default. Because coming back to my very first argument, it is hard to choose what is good for the climate. But if people are presented with a somehow established ""climate friendlier"" choice I think people would be more likely to choose it. This does not mean that they can choose an alternative, that is more harmful to the climate, it just suggests the lesser harmful one. The big issue with all of this is: How do we know that choices presented are the less climate impactful ones? And how do they interact with other choices? Will there be a rebound-effect? etc.. So for that I think we have to be leniant with each other and ourselves. So that even if we think a choice is more climate friendly one day, and later learn it wasn't, we can still strive to improve and not be to hard on ourselves or others.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_4A0NKOb4QYW9tGp,"Natural disasters, forced immigration, loss of species","In Zurich, one can try to avoid frequent air travel to overseas by using alternatives if applicable. It's very easy to use public transport or carbon free transportation options (bike, walking) in the city compared to many other cities. Choosing where to spend money is also important, for example eating local food rather than the ones that has a larger carbon footprint coming from abroad. Eating less meat and overall animal products also reduce the impact on climate.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8UqqtjqP0EJGedP,"There will be a higher frequency of extreme weather, which is likely to cause economic damage and even loss of human life.","Ok, so as most of us (96%) agree that climate change is a global threat, what can we do? As a student in Zurich, *expensive living cost* is something that can't be ignored. And actually some things we do to lower the expenses could also contribute to combating climate change. First, probably some of you have heard or used an app called 'too good to go', (this is not an ad). We could buy food with a lower price and help to reduce food waste. Second, take trains/buses instead of airplanes if the travelling time is bearable. Third, exploring the potential of second-hand objects, they are much cheaper and some of them are still in a really good status. (A friend of mine once got a tent, which was not old or broken, on the street next to the board of 'Gratis', and we used it for camping.) 
I'm sure there are so many other things we could do. So help to combating climate change, and save some living cost at the same time! Why not?",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8gh9wOnRBmRKKpi,"Natural disasters seem to be increasing and becoming less predictable, on top of this the loss of land and desertification of some areas might and will most likely lead to wars or a refugee crisis. Finally climate change endangers biodiversity and threatens to alter entire ecosystems permanently","Our role as students is not necessarily to be on the front line to fight climate change. Instead, we have to make sure that the bulk of the work we do goes in the good direction of this cause. We are at this phase of our lives where we are earning the skills to produce good change in the world. Our job is to make sure our decisions and the skills we earn align with our strengths and with the general goal of solving climate change. The little decisions that we take now, although seemingly useless, are the ones that will determine whether we will be in a position to act later on. It is not necessary to rush, but it is important to understand and start taking action in this direction.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2QyZVxzCFnpzyGa,"natural disasters, agriculture",,Fully AI Generated,1.0,0.0,0.0,,,,
R_8Ea29mUAex9prCF,Change of livable space and its migration consequences,One of the most important parts of contributing to improving each and every contribution to combat climate change is travel: just stop flying around the world.,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8mgWcme157zF7sZ,Snow dissapearing more and more. Also overall happyness of population,"The best way for us students to help battling climate change, is to do as experts recommend and by using our common sense. By contributing our part, we can act as role models to the world. Sadly, doing the best we can in switzerland is like a drop of water in the ocean. Somehow, nations have to realize that its beneficial for them to enforce rules that help battling climate change. Nothing is going to change as long this does not happen. Therefore, the best we can do is push this to happen.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2TBpDX2uUlQy7i2,"Immigration
Change of lifestyle
",Always go for the vegan option at the mensa! ;-),Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8uPP802QY2mNr9P,More severe weather events. Less snow in the winter and hotter summers,"Luckily, Zurich is a city that encourages outdoor activities and bicycle commuting, both of which can reduce our impact on the climate. Additionally, there are many initiatives related to recycling, which we should support and follow in our daily lives, especially as young individuals. This and much more can help us preserve and enjoy the beautiful nature that surrounds us here in Switzerland.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8me5d7UiSxuZGhu,"Hot summer with lack of rain, causing droughts. Shortage of food. Coast becomes uninhabital due to the rise of the sea level.","As one person you might think that your actions have no influence on climate change. But if everybody adjusts their daily life, an impact can be made.
And there are so many possibilities. Use the bike or public transport instead of taking the car whenever possible, travel less by airplane, reduce meat consumption, use your electronic devices for longer before replacing them.
Of course it's not only us that has to change. It's also the economy that has to adapt and be ready to sacrifice some of their income to secure our future. But we have to start somewhere. This is an issue we're only getting fixed together.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2MxKY5Thf5bmHxH,more extreme weather events that will result in all different kinds of damages.,,Fully AI Generated,1.0,0.0,0.0,,,,
R_2GZjHR0PlMymu3L, human extinction and earth dying,"'- recycle 
- public transport 
-less consume",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_81mi16urX6MGCKe,extreme weather events; food & energy shortage,"Reducing waste, using less energy, biking instead of driving. Every choice matters.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8dlXsbTGRZ3tHkB,Extreme weather to society,"To be honest, I was quite disappointed to current progress on climate mitigation. Countries cannot conclude a consensus. That makes climate policies difficult to implement. Thus, I would prefer investigating in geoengineering or adopting proactionary approaches to combat climate change with my knowledge.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2Lzc6OULIhokEUe,"Lost of liveable spaces
","I think it starts by little actions as not throwing garbage, megots on the floor. It is hard to have a really big impact as a student because we are really negligible comparing to big firms. Other actions could be to buy the ""righter"" things as bio products or products that coms form Switzerland, in our homes an appropriate lifestyle is also important like reducing open light, excess eating with open windows etc...",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8afTDawbJSwNF1j,"Loss of land, destruction of ecosystem, poorer populations being the most affected, reduction of food production","We should start by making more conscious decisions on how we travel, eat, and behave. If everyone is aware of the problem and takes it seriously, everyone will try to do their best to give up on a little thing that we realise has a big impact, but it is not so important for us. While doing so, we are making a change, without feeling forced or demotivated in the long term.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8N4adezam1f43F9,"Poverty and hunger. A lot of displacement, chaos and probably new conflicts and wars.","Well, our impact is limited. In the end I don't have the answer to that question to be quite frank. I could say, eat less meat, don't fly or drive with a car. I personally believe everybody can make his own impact and should focus on the things they can avoid the best to tackle climate change. If somebody wants to do something against climate change by not driving and another person is vegetarian for the same reason, I think the impact will be much bigger, than if everybody just picks the same things to do. Then again an individuals contribution to climate change is all but marginal. It is the big corporations and the governements that can really decide about the fate of the future of humanity. Applying pressure on them is in my opinion the most important thing. How to do that I don't know and in the end it may even be for nothing.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2WeDloIkPDuVRUR,"It is questionable to me the origin of climate change. Naturally, it is a complex topic. The process of science is an arduous one. But it is one that is fundamental in order to potentially show causality between various variables and come to plausible conclusions. 
I must say, on this basis, that I have not yet seen enough evidence that would lead me to believe the common narrative about the topic. I do not denie climate change, ""change"" is inevitable after all. But who is to say that certain change is ""bad""? And who is to conclusively prove the dynamics of our worlds climate? It seems to me like a monumental undertaking, so to denounce it as a ""simple"" concept is ""simply"" bogus.
Thus, for obvious reasons I am unable to present a congruent statement which would be more than mere baseless speculation as to the consequences of climate change.
Alas, a concerningly small margin of people have been trained in the arts of science and logic, like I have...",,Fully Human Written,0.0,0.0,1.0,,,,
R_70v0qkdxVWL2VJG,"In souther regions water-shortages, or uncontrolled Weather such as strong rains, and winds.",,Fully Human Written,0.0,0.0,1.0,,,,
R_22LSFsYSiKJNxe1,"migration, ecosystem changes","First of all, weâre lucky to live in a city with great public transport. Instead of having to take the car, weâre able to choose alternatives like walking or using trams, buses etc. Itâs better for the planet and it also keeps us healthy!",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2pG1mIKkUsR1IXr,The weather will see drastic changes like very hot summers and melting glaciers while we also will experience very gold weather and droughts in other parts of the world.,"Student can contribute in many ways to combat climate change in their daily lives. One example is protesting the ongoing war in Gaza because that amount of bombs that is being dropped on innocent children definitely also has a bad impact on the climate change. 
Other forms students can combat climate change is by stopping their overconsumption and making thoughtful choices when buying new items like clothes. In our part of the world we are using too much of the whole world's resources and its always important to remind ourselves of the privileges that we can experience.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2K7JbgT21ru0Psl,"Rising Temperatures, Rising of the Sealevel, More Naturecatastrophies, More bad Harvests","We can be carefull what we eat, what clothes we buy and do our Part with the little things in life. I think an other great option we have is to help this huge problem with put knowledge after getting out degree and presue a career in the field of climate change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2CqVDgl7HV4kKy8,Collapsing ecosystems,Big chances need to be made in order to save our planet and its ecosystems. The most important part is to change the system and demand governments and companies to take responsibility for their actions. Laws need to be inforced to stop the further distruction of the environment.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2gLQDYAidfI9D5q,Immigration,"The most important thing one can do, is to join public discourse, make one's voice heard - also through voting. Sure, there are small things one can do, such as trying to go buy less plastic wrapped products, but this is more a feel-good, feel-superior kind of thing, than what will bring actual change. Rather, narrowing down on plastic, there need to be innovations, that make plastic a product of the past. There needs to be a societal shift. And for that to happen, its on us.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2C2Qr9dzOcdfsOG,Water depletion and extreme weather conditions.,"We can stop using plastic bags in supermarkets and other shopping activities. We can start buying second-hand and recyclable items. We can start thinking of the mode of travel we use, cycling more or using public transport.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2P8bdoAL3zBzYWY,"Many regions becoming not livable for humans (e.g. too hot to live there, rising sea level) and there will be many climate refugees. 
Increase in natural hazards and hence more deaths and damages.
Cascade effects due to biodiversity loss which affects our whole ecosystem.
Soil erosion and loss of fertile soil due to agricultural intensification and hence problems to produce enough food.","Climate change is a global threat that affects all of us. Consequently, all of us have to contribute to combat climate change in their daily lives. Visit us at the next sustainability committee event to learn more about how you can make a change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2hdhl3GN4sWtNxn,deaths due to climate change consequences,"It's important that everybody does their part. Not only while being students but also after, in the working life, where most will be in leading positions it's crucial that we keep in mind to do our contribution to reduce climate change. This obviously also applies during student life, where one has the opportunity to share his thoughts with others and make his own voice speak.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8y8cFM59Ys9tHo7,"rising sea levels
more famine
more natural disasters",,Fully Human Written,0.0,0.0,1.0,,,,
R_8njbiIspw4iTnEq,"For humans, desertification, loss of arable land, heatwaves. For nature, change/destruction of ecosystems which can cause loss of life, extinctions.","I think everyone can take small steps in combating climate change. As one of the main causes of it is CO2 emissions, and CO2 is created in most energy production processes, we can cut down on many unnecessary tasks and products. For example, public transit always runs, so you can choose to not start your car. The sun rises every day, so you can use natural light instead of light bulbs. Repairing a broken product saves the production, shipping and delivery of a new one. In general, reducing waste, or optimizing if you like, has a big impact and only requires small steps. Another bonus is that if a lot of people will do it, it will gain traction and be recognized by authorities and governments.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8QWdJ5HSgt7Yca5,"One of the biggest problem is the rising temperature, which leads to a problems in the flora and the fauna around the globe, which at times cannot sustain the difference.","We as student should try to do our best at reducing our carbon footprint by mobilizing more by bike or by foot, flying less and the likes. Buy more local products or in general be conscious of the sustainability of the products we buy.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2mOl7dnLB8lZiBH,"The unpredictable weather which influences the living environment for animals, plants and even human beings.","I believe that both other students and I, whether consciously or unconsciously, are contributing to combating climate change, for example, by sorting waste properly, using public transportation or cycling and walking. Although climate change may not be a topic we discuss daily, we care about it. For instance, when professionals from industry come to share their experiences with students, they are often asked what their companies are doing for sustainability. Likewise, when we research potential future employers, we also look into their sustainability strategies and whether they care about innovation to make their products more environmentally friendly.",Fully AI Generated,1.0,0.0,0.0,AI Assisted,0.0,1.0,0.0
R_8FEdb8sCQ610jQ4,"Extreme high temperatures, melting of polar glaciers, extinction of species","Here are some actions that we may take:
- Turn off the lights and projectors when there are nobody in the classroom so that less electricity is consumed
- Choose public transportation if possible and avoid taking planes or cruises to prevent pollute the air with CO2
- Reuse and recycle as much as possible since the production of iron is also a main cause of climate change 
- Resist the extravagant lifestyle of the celebrities as the effect on the climate from one of them needs the efforts of hundreds of ordinary people to make up",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_20StzfubYuxMXmY,"The destruction of nature (animals, plants, earth itself) and our future in the same sense. Working towards an unforeseeable future that changes earth and life forever. The extinction of many plants and animals and human beings (but them being both the reason and a catalyst for climate change makes me regret their extinction a little less)","As students in Zurich, climate change affects our daily lives in various aspects: First of all, whatever field of study we're currently pursuing it is important to think about aspects in our university life regarding climate change: As we're in a way the ""intellectual future"" it is important for us to know about climate change, how it affects us and what it means for the future. Furthermore, it's not done by just thinking about it but doing research and in whatever field (physics, history, english or whatever) there is a need to address climate change as it is something that affects all of us. Talking about sustainability, looking for alternatives and searching for improvements and innovations is one important thing, but the other thing is that we have to believe in this progress and pursue the newest innovative changes. We need to use our voice and be some kinds of role models for other people and talk about it with others. Of course, this can lead to some kind of symbolic engagement against climate change, but if this is combined with a true belief in this symbols this can create a movement. We need to inform ourselves but also inform others, regardless of the topic we are studying right now. Also, it is important to collaborate: Discussing topics, arguing about better possibilities, working together and especially across different fields of study creates a thriving garden of ideas and imagination that is the basis of our future life, and not just our life but also the one of all the animals, the plants and earth herself.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
